DATE,EXPECTED TYPE A TRUCKS,ACTUAL  TYPE A TRUCKS,OUTSIDE EXTRA  TYPE A TRUCKS,EXPECTED  TYPE B FORK TRUCKS,ACTUAL  TYPE B TRUCKS,EXPECTED  TYPE C TRUCKS,ACTUAL  TYPE C TRUCKS,"LARGE DELIVERIES 
3-Jan-23,21,21,0,9,9,3,3,"9,613,215","1,138,605",245,294,2,"10,268"
4-Jan-23,21,18,6,9,6,3,3,"14,226,090","1,487,160",301,378,2,"3,387"
5-Jan-23,21,18,0,9,6,3,3,"9,357,240","597,765",294,189,2,"3,253"
6-Jan-23,21,18,0,9,6,3,3,"11,284,740","715,515",329,329,1,0
9-Jan-23,21,21,0,9,9,3,3,"16,629,000","1,037,970",427,322,3,"2,807"
10-Jan-23,21,21,0,9,9,3,3,"10,031,925","917,700",252,252,3,"6,623"
11-Jan-23,21,21,0,9,9,3,3,"12,206,085","1,329,570",399,483,2,"5,840"
12-Jan-23,21,18,0,9,6,3,3,"6,283,245","875,265",231,315,2,"2,676"
13-Jan-23,21,18,0,9,6,3,3,"7,856,775","952,995",259,434,2,0
16-Jan-23,21,21,0,9,9,3,3,"13,228,785","849,255",322,357,1,0
17-Jan-23,21,21,0,9,6,3,3,"6,836,460","660,900",161,329,0,"5,589"
18-Jan-23,21,21,0,9,9,3,3,"11,836,395","856,980",252,413,2,"7,760"
19-Jan-23,21,21,3,9,6,3,3,"13,251,330","1,019,655",294,476,1,"4,253"
20-Jan-23,21,21,0,9,6,3,3,"7,288,395","708,660",231,231,1,"1,569"
23-Jan-23,21,18,3,9,9,3,3,"12,494,670","978,630",273,315,4,"4,614"
24-Jan-23,21,21,3,9,9,3,3,"11,569,605","821,160",238,224,3,539
25-Jan-23,21,21,0,9,9,3,3,"9,980,385","1,116,660",245,364,4,"15,683"
26-Jan-23,21,21,0,9,9,3,3,"4,809,690","721,350",126,350,4,"5,909"
27-Jan-23,21,21,0,9,6,3,3,"14,337,045","756,165",315,308,3,"13,416"
30-Jan-23,21,21,0,9,9,3,3,"4,565,685",0,140,0,8,135
3-Feb-23,21,21,3,9,9,3,3,"14,869,995","1,296,390",322,504,19,0
6-Feb-23,21,21,12,9,6,3,3,"13,562,625","310,050",329,119,6,"5,373"
7-Feb-23,21,21,0,9,6,3,3,"7,924,995","273,210",203,140,4,608
8-Feb-23,21,21,0,9,9,3,3,"5,061,885","475,665",105,175,5,"3,891"
9-Feb-23,21,18,0,9,9,3,3,"3,469,335","469,350",147,182,5,863
10-Feb-23,21,21,0,9,6,3,3,"5,747,970","680,310",147,252,4,993
13-Feb-23,21,21,0,9,6,3,3,"10,649,595","1,087,335",280,315,4,0
14-Feb-23,21,21,0,9,9,3,3,"3,344,190","655,680",203,182,3,238
15-Feb-23,21,21,0,9,9,3,3,"9,660,585","1,102,155",294,322,4,0
16-Feb-23,21,21,0,9,9,3,3,"6,328,875","795,300",189,294,3,0
17-Feb-23,21,18,0,9,9,3,3,"8,547,210","732,210",210,315,2,"3,700"
20-Feb-23,21,21,0,9,9,3,3,"11,720,205","671,730",322,182,2,0
21-Feb-23,21,21,0,9,9,3,3,"7,421,190","880,275",140,385,2,0
22-Feb-23,21,24,6,9,6,3,3,"15,022,965","631,575",357,273,4,0
23-Feb-23,21,18,0,9,6,3,3,"9,604,800","576,150",294,210,3,0
24-Feb-23,21,21,0,9,6,3,3,"6,905,280","603,360",175,196,5,0
27-Feb-23,21,24,6,9,6,3,3,"13,815,465","903,810",357,252,5,0
28-Feb-23,21,24,6,9,6,3,3,"12,670,695","423,600",280,161,4,0
1-Mar-23,21,24,6,9,6,3,3,"14,544,810","623,505",364,196,5,0
2-Mar-23,21,24,0,9,6,3,3,"13,921,155","571,485",322,525,4,275
3-Mar-23,21,24,0,9,6,3,3,"11,801,055","619,365",259,231,3,506
6-Mar-23,21,24,3,9,6,3,3,"17,056,155","464,535",455,217,5,"8,183"
7-Mar-23,21,24,3,9,6,3,3,"12,153,075","811,515",357,322,6,120
8-Mar-23,21,21,0,9,6,3,3,"12,780,375","584,175",392,182,5,658
9-Mar-23,21,21,0,9,6,3,3,"11,884,815","1,118,160",364,315,8,0
10-Mar-23,21,21,3,9,6,3,3,"14,097,825","777,990",350,280,5,"2,529"
13-Mar-23,21,24,9,9,3,3,3,"16,596,855","1,118,265",483,371,7,0
14-Mar-23,21,24,6,9,6,3,3,"12,982,275","732,660",378,280,4,0
15-Mar-23,21,24,3,9,3,3,3,"14,555,910","993,930",448,336,7,"4,034"
16-Mar-23,21,24,0,9,3,3,3,"10,809,030","505,155",336,203,6,"14,883"
17-Mar-23,21,21,0,9,3,3,3,"11,913,675","575,370",399,231,5,"1,625"
20-Mar-23,21,18,6,9,3,3,3,"14,883,990","983,355",427,378,6,"5,980"
21-Mar-23,21,24,6,9,3,3,3,"15,297,315","927,600",357,322,5,"2,725"
22-Mar-23,21,24,9,9,6,3,3,"16,452,570","896,805",441,329,5,"2,353"
23-Mar-23,21,24,9,9,6,3,3,"15,274,170","1,258,815",392,371,5,"8,433"
24-Mar-23,21,24,6,9,6,3,3,"13,236,645","857,580",350,294,4,"2,951"
27-Mar-23,21,24,9,9,6,3,3,"15,426,555","742,260",490,322,5,"2,895"
28-Mar-23,21,24,9,9,6,3,3,"16,945,860","726,930",476,301,4,"1,904"
29-Mar-23,21,24,9,9,9,3,3,"17,438,655","890,205",427,266,4,"2,686"
30-Mar-23,21,24,9,9,6,3,3,"15,400,545","863,730",399,357,4,"3,695"
31-Mar-23,21,21,9,9,3,3,3,"16,295,475","843,225",483,350,3,"2,221"
3-Apr-23,24,24,9,9,9,3,3,"15,858,660","792,270",448,259,6,"6,270"
4-Apr-23,24,24,9,9,9,3,3,"14,931,120","909,885",441,357,4,"1,871"
5-Apr-23,24,24,6,9,9,3,3,"16,258,725","1,077,405",392,392,3,"4,001"
6-Apr-23,24,24,9,9,9,3,3,"17,621,490","1,015,770",504,322,3,"1,122"
7-Apr-23,24,24,9,9,6,3,3,"16,756,185","389,910",448,182,3,"3,364"
10-Apr-23,24,21,9,9,6,3,3,"18,065,790","688,740",483,203,4,625
11-Apr-23,24,21,9,9,6,3,3,"16,002,285","742,080",420,301,4,"2,251"
12-Apr-23,24,24,9,9,6,3,3,"15,804,630","862,155",448,315,4,973
13-Apr-23,24,24,9,9,6,3,3,"13,987,170","678,810",441,266,3,0
14-Apr-23,24,24,9,9,6,3,3,"13,701,015","644,265",371,280,4,"10,140"
17-Apr-23,24,24,6,9,6,3,3,"13,314,675","1,107,315",476,427,4,"4,668"
18-Apr-23,24,24,6,9,6,3,3,"14,426,250","1,025,955",336,350,3,"5,357"
19-Apr-23,24,24,9,9,9,3,3,"14,644,680","1,342,080",308,427,4,"2,799"
20-Apr-23,24,24,6,9,9,3,3,"13,637,235","659,370",434,406,4,"2,508"
21-Apr-23,24,24,6,9,9,3,3,"14,086,050","468,465",469,266,4,"1,713"
24-Apr-23,24,24,9,9,6,3,3,"13,293,840","991,830",483,371,5,"6,902"
25-Apr-23,24,24,6,9,6,3,3,"13,874,205","1,032,945",420,378,4,"10,214"
26-Apr-23,24,21,9,9,6,3,3,"16,261,365","453,090",420,287,5,"1,987"
27-Apr-23,24,24,9,9,6,3,3,"13,596,945","823,410",378,357,3,"7,422"
28-Apr-23,24,24,9,9,6,3,3,"14,376,525","645,060",350,161,4,"5,326"
1-May-23,24,24,6,9,9,3,3,"13,694,655","1,064,850",476,427,6,794
2-May-23,24,24,6,9,9,3,3,"13,428,765","676,440",448,329,5,"8,959"
3-May-23,24,24,6,9,9,3,3,"15,793,545","798,045",427,378,4,"3,178"
4-May-23,24,24,6,9,9,3,3,"12,763,815","726,630",427,301,4,"7,803"
5-May-23,24,24,0,9,9,3,3,"7,390,305","849,330",231,322,3,"6,834"
8-May-23,24,24,0,9,6,3,3,"10,212,480","1,527,990",336,567,4,"6,631"
9-May-23,24,21,6,9,6,3,3,"16,676,160","1,395,090",462,378,6,"2,961"
10-May-23,24,24,3,9,6,3,3,"12,067,710","670,770",406,399,5,"6,885"
11-May-23,24,27,3,9,6,3,3,"13,563,630","859,950",406,343,6,"12,388"
12-May-23,24,24,6,9,6,3,3,"11,504,760","1,199,850",406,371,4,"13,090"
15-May-23,24,24,6,9,6,3,3,"14,102,085","1,475,925",406,497,4,"10,830"
16-May-23,24,27,0,9,9,3,3,"16,017,885","940,230",455,413,4,"10,936"
17-May-23,24,24,9,9,6,3,3,"15,431,235","941,520",308,294,5,"11,743"
18-May-23,24,27,3,9,6,3,3,"16,653,195","697,920",420,301,3,"7,775"
19-May-23,24,27,6,9,6,3,3,"14,534,070","1,034,265",420,329,4,"13,617"
22-May-23,24,24,6,9,6,3,3,"13,200,825","1,000,635",518,385,5,"12,556"
23-May-23,24,27,6,9,9,3,3,"13,047,375","1,172,130",336,406,5,"16,111"
24-May-23,24,27,6,9,6,3,3,"17,823,075","807,750",434,287,6,"8,000"
25-May-23,24,27,6,9,9,3,3,"16,884,345","843,795",420,273,4,"4,247"
26-May-23,24,24,9,9,9,3,3,"14,957,415","388,890",448,196,4,"8,416"
30-May-23,24,24,6,9,6,3,3,"18,169,785","857,475",518,322,6,"2,966"
31-May-23,24,21,6,9,6,3,3,"15,929,235","1,269,030",462,427,6,"2,497"
1-Jun-23,24,27,6,9,9,3,3,"17,753,985","749,610",462,308,5,"4,788"
2-Jun-23,24,27,6,9,9,3,3,"15,856,995","932,400",385,287,5,"10,858"
5-Jun-23,24,27,12,9,9,3,3,"16,464,645","1,030,455",448,322,4,"5,002"
7-Jun-23,24,27,6,9,9,3,3,"16,278,180","1,383,855",504,301,5,"1,276"
24-Jul-23,24,24,9,9,9,3,3,"14,861,985","1,113,660",476,427,4,"3,762"
25-Jul-23,24,24,9,9,9,3,3,"13,487,190","1,593,420",392,357,6,"9,415"
26-Jul-23,24,24,9,9,9,3,3,"15,309,930","1,076,880",350,399,4,"2,403"
27-Jul-23,24,21,9,9,9,3,3,"12,918,795","1,116,045",336,336,5,"3,096"
28-Jul-23,24,24,9,9,9,3,3,"16,245,630","716,775",455,336,5,"4,638"
31-Jul-23,24,27,3,9,6,3,3,"14,690,595","750,255",427,238,6,"6,178"
1-Aug-23,24,27,6,9,9,3,3,"13,456,545","1,384,275",392,287,6,"9,792"
2-Aug-23,24,27,6,9,9,3,3,"17,813,400","1,293,900",497,315,3,"1,064"
3-Aug-23,24,27,9,9,9,3,3,"13,632,705","1,230,465",441,245,5,"7,674"
4-Aug-23,24,24,12,9,9,3,3,"15,901,260","1,340,925",378,364,2,"1,550"
7-Aug-23,24,27,9,9,6,3,3,"14,938,740","1,883,880",385,294,4,"2,098"
8-Aug-23,24,27,12,9,9,3,3,"16,488,390","1,354,920",378,245,3,"5,240"
9-Aug-23,24,27,12,9,9,3,3,"14,301,660","1,318,275",413,392,4,"3,202"
10-Aug-23,24,27,9,9,9,3,3,"14,879,115","680,295",399,259,4,"2,958"
11-Aug-23,24,27,9,9,9,3,3,"11,357,685","838,365",301,210,4,"7,765"
14-Aug-23,24,24,9,9,9,3,3,"13,625,460","2,413,350",336,567,4,"7,439"
15-Aug-23,24,24,6,9,9,3,3,"14,342,475","1,644,345",385,336,4,"5,846"
16-Aug-23,24,24,3,9,9,3,3,"13,706,355","1,262,400",322,343,5,"5,075"
17-Aug-23,24,24,6,9,9,3,3,"12,190,995","1,183,830",392,350,6,"11,690"
18-Aug-23,24,24,12,9,9,3,3,"15,310,170","780,195",427,280,5,"6,303"
21-Aug-23,24,27,6,9,9,3,3,"17,275,545","1,490,745",490,378,5,"1,360"
22-Aug-23,24,24,9,9,9,3,3,"16,195,560","1,622,565",413,560,4,"5,055"
23-Aug-23,24,27,9,9,9,3,3,"10,604,745","1,514,010",301,441,6,"5,246"
24-Aug-23,24,27,6,9,9,3,3,"14,662,035","1,087,785",441,301,4,"6,349"
25-Aug-23,24,27,6,9,9,3,3,"14,394,105","824,010",364,287,6,"1,305"
28-Aug-23,24,27,6,9,9,3,3,"15,441,870","1,266,870",420,322,5,"10,408"
29-Aug-23,24,27,3,9,9,3,3,"14,723,340","860,250",434,322,6,"10,167"
30-Aug-23,24,27,9,9,9,3,3,"15,021,540","1,785,390",399,392,3,"8,068"
31-Aug-23,24,27,3,9,9,3,3,"12,756,825","1,002,150",371,308,5,"18,654"
1-Sep-23,24,27,3,9,9,3,3,"14,539,710","828,120",385,203,4,"6,861"
5-Sep-23,24,24,6,9,9,3,3,"16,355,655","946,695",504,252,3,"3,061"
6-Sep-23,24,27,9,9,9,3,3,"16,031,985","687,720",420,252,4,"9,150"
7-Sep-23,24,27,9,9,9,3,3,"15,285,480","946,005",385,259,4,"10,205"
8-Sep-23,24,24,6,9,9,3,3,"13,087,140","715,830",420,224,4,"4,431"
11-Sep-23,24,27,9,9,9,3,3,"13,854,225","937,590",399,336,6,"6,914"
12-Sep-23,24,27,6,9,9,3,3,"11,455,320","1,547,265",336,294,5,"14,241"
13-Sep-23,24,24,6,9,9,3,3,"13,044,705","1,326,390",364,420,6,"11,932"
14-Sep-23,24,27,6,9,9,3,3,"12,875,730","1,189,395",343,350,6,"10,826"
15-Sep-23,24,24,3,9,9,3,3,"12,754,560","749,625",224,266,4,"11,795"
18-Sep-23,24,27,15,9,6,3,3,"14,836,005","1,346,895",455,273,7,"13,060"
19-Sep-23,24,27,6,9,9,3,3,"14,114,145","763,995",364,210,5,"10,231"
20-Sep-23,24,27,0,9,9,3,3,"10,203,435","1,012,275",280,315,6,"2,726"
21-Sep-23,24,27,6,9,9,3,3,"14,137,230","1,338,615",336,315,6,"13,918"
22-Sep-23,24,27,9,9,9,3,3,"17,166,180","1,136,010",378,266,4,"12,959"
25-Sep-23,24,27,6,9,6,3,3,"17,436,435","665,070",343,217,5,"3,366"
26-Sep-23,24,27,6,9,9,3,3,"16,839,315","1,235,445",378,294,5,"5,775"
27-Sep-23,24,27,6,9,9,3,3,"2,764,575","899,715",420,210,4,"3,363"
28-Sep-23,24,27,6,9,9,3,3,"17,371,170","1,032,210",371,266,6,"12,266"
29-Sep-23,24,27,6,9,9,3,3,"15,251,910","785,175",385,231,5,"4,011"
2-Oct-23,24,24,9,9,9,3,3,"14,774,145","644,610",553,252,5,"3,841"
3-Oct-23,24,24,9,9,9,3,3,"16,051,290","763,995",462,196,4,"4,559"
4-Oct-23,24,24,9,9,9,3,3,"16,290,735","958,125",483,322,3,"5,888"
5-Oct-23,24,24,9,9,9,3,3,"13,322,955","1,107,480",385,273,3,"12,484"
6-Oct-23,24,21,6,9,6,3,3,"12,247,275","633,480",406,189,4,"16,216"
9-Oct-23,24,24,9,9,6,3,3,"15,903,795","1,441,230",490,413,3,"4,993"
10-Oct-23,24,24,6,9,6,3,3,"13,876,695","649,200",399,175,2,"14,870"
11-Oct-23,24,27,0,9,9,3,3,"10,108,140","597,540",336,189,3,"7,609"
12-Oct-23,24,27,0,9,9,3,3,"10,513,245","1,165,020",301,252,4,"9,515"
13-Oct-23,24,27,0,9,9,3,3,"11,132,460","1,232,985",252,413,3,"8,722"
16-Oct-23,24,27,9,9,9,3,3,"15,151,515","997,230",399,392,5,"9,701"
17-Oct-23,24,27,9,9,9,3,3,"15,745,050","749,160",364,266,2,"7,238"
18-Oct-23,24,27,9,9,6,3,3,"15,464,190","956,235",364,308,4,"7,894"
19-Oct-23,24,27,6,9,6,3,3,"11,698,035","850,395",336,364,4,"11,224"
20-Oct-23,24,27,0,9,6,3,3,"8,906,640","696,120",315,196,1,"3,504"
23-Oct-23,24,27,6,9,6,3,3,"14,349,795","1,214,865",336,238,5,"11,419"
24-Oct-23,24,27,6,9,6,3,3,"17,134,950","1,090,230",420,343,4,"11,449"
25-Oct-23,24,27,0,9,6,3,3,"18,011,370","964,410",399,301,4,"11,190"
26-Oct-23,24,27,0,9,6,3,3,"10,836,540","611,535",336,203,6,"28,714"
27-Oct-23,24,24,0,9,6,3,3,"9,637,635","459,615",329,119,6,"16,209"
30-Oct-23,24,27,0,9,6,3,3,"12,790,980","736,605",462,189,7,"11,807"
31-Oct-23,24,27,0,9,6,3,3,"10,434,990","757,440",287,224,7,"13,110"
1-Nov-23,24,27,0,9,6,3,3,"5,214,810","1,423,890",175,364,8,"21,347"
2-Nov-23,24,27,0,9,9,3,3,"10,016,490","529,425",343,224,7,"33,330"
3-Nov-23,24,27,9,9,9,3,3,"14,907,885","885,330",280,322,7,"5,468"
6-Nov-23,24,27,6,9,9,3,3,"17,518,410","699,000",490,245,7,"9,660"
7-Nov-23,24,27,3,9,9,3,3,"13,095,345","1,468,905",357,441,5,0
8-Nov-23,24,21,9,9,9,3,3,"11,528,775","1,154,745",315,322,5,"6,742"
9-Nov-23,24,24,9,9,9,3,3,"10,614,990","875,400",259,259,4,"6,084"
10-Nov-23,24,24,3,9,9,3,3,"9,904,380","708,690",217,154,5,"16,760"
13-Nov-23,24,21,9,9,9,3,3,"10,262,070","952,290",350,189,4,"15,019"
14-Nov-23,24,27,6,9,9,3,3,"12,260,385","1,684,125",336,420,4,"14,793"
15-Nov-23,24,27,6,9,9,3,3,"14,001,120","933,405",350,315,5,"10,667"
16-Nov-23,24,27,6,9,9,3,3,"8,515,455","1,579,035",266,413,5,"12,128"
17-Nov-23,24,27,6,9,9,3,3,"13,756,425","758,895",280,259,5,"21,686"
20-Nov-23,24,27,6,9,9,3,3,"16,056,570","1,956,240",434,504,5,"8,589"
21-Nov-23,24,27,6,9,9,3,3,"14,363,790","850,665",420,231,4,"10,834"
22-Nov-23,24,27,6,9,9,3,3,"17,324,295","852,615",392,273,6,"10,531"
27-Nov-23,24,24,6,9,9,3,3,"17,112,690","801,510",518,245,5,"5,114"
28-Nov-23,24,24,6,9,9,3,3,"13,772,865","936,660",294,301,5,"11,676"
29-Nov-23,24,24,9,9,9,3,3,"16,397,115","1,907,850",427,448,4,"2,605"
30-Nov-23,24,27,6,9,9,3,3,"16,187,865","674,325",287,259,6,"1,201"
1-Dec-23,24,27,6,9,9,3,3,"6,249,900","371,940",224,154,3,"7,243"
4-Dec-23,24,27,0,9,9,3,3,"9,805,515","1,051,965",357,287,6,"10,328"
5-Dec-23,24,24,6,9,9,3,3,"16,479,870","854,610",427,259,3,"3,102"
6-Dec-23,24,24,6,9,9,3,3,"15,615,480","1,004,475",399,252,5,"5,132"
7-Dec-23,24,24,6,9,9,3,3,"15,412,935","981,600",336,259,5,"6,857"
8-Dec-23,24,24,6,9,6,3,3,"13,472,220","1,374,360",343,231,5,"7,099"
11-Dec-23,24,27,3,9,9,3,3,"14,505,570","849,975",483,259,7,"5,742"
12-Dec-23,24,27,3,9,9,3,3,"11,082,345","1,742,805",329,266,7,"6,556"
13-Dec-23,24,30,3,9,9,3,3,"12,499,305","833,640",322,294,8,"11,773"
14-Dec-23,24,30,3,9,9,3,3,"14,446,200","1,117,875",448,252,7,"13,358"
15-Dec-23,24,30,6,9,9,3,3,"5,061,585","443,355",140,140,5,"19,198"
18-Dec-23,24,30,6,9,9,3,3,"17,837,595","1,530,405",413,259,8,"11,049"
19-Dec-23,24,30,6,9,9,3,3,"16,942,230","901,005",371,238,7,"9,580"
20-Dec-23,24,30,0,9,9,3,3,"15,911,580","884,520",462,252,6,"11,327"
21-Dec-23,24,24,6,9,9,3,3,"15,422,775","648,975",287,273,7,"7,382"
22-Dec-23,24,27,0,9,9,3,3,"8,798,730","663,330",266,161,5,"9,403"
26-Dec-23,24,27,0,9,9,3,3,"14,186,640","1,055,340",322,203,5,"2,471"
27-Dec-23,24,27,0,9,9,3,3,"12,776,160","661,545",357,238,6,"8,793"
28-Dec-23,24,27,0,9,9,3,3,"16,288,020","1,232,370",385,238,5,"15,781"
29-Dec-23,24,27,0,9,9,3,3,"5,539,065","857,970",175,189,2,"2,089"
2-Jan-24,24,30,9,9,9,3,3,"13,274,100","1,122,720",420,266,5,"23,003"
3-Jan-24,24,30,9,9,9,3,3,"16,545,255","1,803,615",357,343,4,"15,763"
4-Jan-24,24,27,0,9,9,3,3,"11,803,815","1,533,465",259,357,6,"20,144"
5-Jan-24,24,30,0,9,9,3,3,"10,007,580","1,160,805",252,252,3,"11,741"
8-Jan-24,24,30,0,9,9,3,3,"15,444,765","562,065",343,217,5,"23,549"
9-Jan-24,24,30,0,9,9,3,3,"11,693,910","898,545",259,196,7,"23,719"
10-Jan-24,24,30,0,9,9,3,3,"11,653,245","1,124,865",280,224,8,"33,112"
11-Jan-24,24,30,0,9,9,3,3,"12,020,445","1,043,130",343,273,8,"17,008"
12-Jan-24,24,30,0,9,9,3,3,"8,027,790","756,765",238,182,4,"9,193"
16-Jan-24,24,30,0,9,9,3,3,"6,486,975","501,075",140,133,7,"9,670"
17-Jan-24,24,30,0,9,9,3,3,"10,755,150","954,255",343,294,9,"24,544"
18-Jan-24,24,30,0,9,9,3,3,"10,078,095","1,427,790",210,273,7,"21,388"
19-Jan-24,24,30,0,9,9,3,3,"7,522,050","628,425",238,203,6,"14,929"
22-Jan-24,24,27,0,9,6,3,3,"4,668,645","802,365",217,168,9,"42,009"
23-Jan-24,24,30,0,9,9,3,3,"1,974,345","485,625",63,203,6,"18,203"
24-Jan-24,24,30,0,9,9,3,3,"3,179,250","1,122,705",154,252,8,"24,195"
25-Jan-24,24,30,0,9,9,3,3,"3,424,740","835,440",112,287,8,"18,797"
26-Jan-24,24,30,0,9,9,3,3,"2,586,780","193,995",91,98,6,"12,796"
29-Jan-24,24,30,0,9,9,3,3,"12,413,040","1,199,535",336,231,10,"36,156"
30-Jan-24,24,30,0,9,9,3,3,"12,720,300","809,325",175,238,6,"19,803"
31-Jan-24,24,30,0,9,9,3,3,"12,682,320","889,215",336,217,7,"4,661"
1-Feb-24,30,30,0,9,9,3,3,"17,323,830","1,557,615",294,336,6,"20,149"
2-Feb-24,30,30,0,9,9,3,3,"16,865,190","774,360",315,182,7,"19,617"
5-Feb-24,30,27,6,9,9,3,3,"19,631,100","1,774,695",399,329,8,"22,052"
6-Feb-24,30,27,9,9,9,3,3,"17,332,800","1,134,165",413,294,4,"15,024"
7-Feb-24,30,30,0,9,6,3,3,"14,796,210","707,565",427,238,5,"20,556"
8-Feb-24,30,30,6,9,6,3,3,"18,837,045","548,115",476,203,8,"20,966"
9-Feb-24,30,27,0,9,6,3,3,"13,261,335","708,405",378,217,5,"7,028"
12-Feb-24,30,30,3,9,9,3,3,"21,739,935","977,040",630,273,7,"17,771"
13-Feb-24,30,30,0,9,9,3,3,"14,609,325","978,900",364,245,9,"15,307"
14-Feb-24,30,30,0,9,9,3,3,"14,897,625","817,395",462,196,7,"22,076"
15-Feb-24,30,30,0,9,9,3,3,"14,628,810","370,530",462,147,6,"18,741"
16-Feb-24,30,30,0,9,9,3,3,"10,297,425","1,302,255",364,287,5,"8,873"
19-Feb-24,30,30,0,9,9,3,3,"14,045,310","1,068,495",525,273,10,"29,657"
20-Feb-24,30,27,0,9,6,3,3,"13,421,595","843,750",364,217,5,"23,479"
21-Feb-24,30,27,6,9,6,3,3,"19,108,200","1,517,040",574,301,7,"3,176"
22-Feb-24,30,27,3,9,6,3,3,"16,515,450","757,275",455,175,5,"14,752"
23-Feb-24,30,27,3,9,6,3,3,"18,854,370","973,665",539,175,4,"7,960"
26-Feb-24,30,24,6,9,6,3,3,"14,280,810","984,195",469,245,8,"17,053"
27-Feb-24,30,24,6,9,6,3,3,"20,152,560","841,260",497,224,5,"9,166"
28-Feb-24,30,27,6,9,6,3,3,"20,705,100","856,410",476,315,6,"6,158"
29-Feb-24,30,27,6,9,6,3,3,"20,052,600","1,103,205",525,252,6,"1,867"
1-Mar-24,30,27,3,9,6,3,3,"20,651,145","781,365",399,147,4,"11,208"
